USERNAME,nDCG@200
Adventurous_Guy,0.0
Clen23,0.20652975340310728
CubyChris,0.14717968691798688
Livelogikal,0.0
Mash404,0.0
MingeyMackrel,0.0
Raven2002,0.19777460444371175
Reeses2150,0.13726078121135998
VerbotenPublish,0.0
apoeticturtle,0.0
baddonkey,0.0
daygloviking,0.8327555195792927
locks_are_paranoid,0.13480990596580966
lokier01,0.0
mguardian_north,0.17542506358195453
pierrekrahn,0.0
spockspeare,0.1965616322328234
stratman42,0.0
thx1138jr,0.137435802949593
uncertainusurper,0.0
